번호,사업자명,대표,업종,지역,유효기간 만료일,홈페이지
11987,(주) 메카모아,공학봉,건설업,경기 성남시,2019-08-03,www.mekastone.com
11988,(주)디온컴즈,윤재호,일반서비스업,대전 유성구,2019-08-03,
11989,주식회사 진영정밀,정양호,제조업,경기 안양시,2019-08-03,
11990,(주)빌리자드,권상찬,제조업,부산 부산진구,2019-08-03,www.bilizzard.co.kr
11991,(주)비핸즈,박소연,제조업,경기 파주시,2019-08-03,www.bhands.com
11992,(주)명인코리아,김영열,도소매업,경기 화성시,2019-08-03,www.myoung119.com
11993,(유)대림목재,박승갑,제조업,전남 무안군,2019-08-03,
11994,주식회사엔테크,이상호,제조업,경기 남양주시,2019-08-03,www.e-ntech.kr
11995,삼성정밀,이동규,제조업,경남 창원시,2019-08-03,
11996,리빙앤,전철선,도소매업,서울 구로구,2019-08-03,http://www.livingn.co.kr
11997,(주)에스엠디,이종근,제조업,경기 평택시,2019-08-03,
11998,주식회사 우노디자인,장주인,건설업,서울 강남구,2019-08-04,www.unodesign.kr
11999,유복전기(주),유정식,건설업,서울 송파구,2019-08-04,
12000,(주)한벌섬유,조영모,제조업,전북 정읍시,2019-08-04,
12001,(주)이브릿지,박재현,일반서비스업,서울 강서구,2019-08-05,www.ebridge.co.kr
12002,(주)아스픽,이가상,제조업,경남 김해시,2019-08-05,aspic.co.kr
12003,(주)솔로몬아트,배민철,일반서비스업,경기 고양시,2019-08-05,www.solomonfineart.co.kr
12004,(주)보원조명,이중옥,제조업,서울 영등포구,2019-08-05,bowonlight.com
12005,(주)비즈하스피탈,변종원,지식서비스,서울 강남구,2019-08-05,
12006,사과나무 주식회사,백진성,제조업,서울 금천구,2019-08-05,www.coffee-bay.co.kr
12007,기영물류(주),권병섭,일반서비스업,경기 안산시,2019-08-06,
12008,두손 주식회사,윤태호,건설업,경기 구리시,2019-08-06,
12009,(주)엠프로텍,김성진,제조업,충남 천안시,2019-08-06,
12010,(주)대양씨에스피,신현복,제조업,강원 영월군,2019-08-07,www.dycsp.com
12011,히포메디칼,홍종갑,도소매업,부산 남구,2019-08-07,
12012,(주)한서스틸,이연우,제조업,경기 안성시,2019-08-08,www.hanseosteel.co.kr
12013,기아자동차동진대리점,문지희,도소매업,대구 달성군,2019-08-08,
12014,하나로코튼,한춘자,제조업,충남 천안시,2019-08-08,www.hanarocotton.co.kr
12015,(주)신아에이치에스,정현석,제조업,전남 화순군,2019-08-08,http://sinahs.modoo.at
12016,해밀영농조합법인(조합),김태곤,도소매업,경기 여주시,2019-08-08,
12017,(주)거탑건설,김명중,건설업,서울 노원구,2019-08-08,
12018,(주)에이치테크,하성관,제조업,전남 영광군,2019-08-08,
12019,주식회사피엠알테크,안재일,제조업,충남 천안시,2019-08-08,
12020,(주)금영테크,배한규,제조업,경북 경산시,2019-08-08,www.gumyoung.co.kr
12021,(주)앞썬아이앤씨,이강업,도소매업,서울 송파구,2019-08-08,www.apsuninc.com
12022,아그니코리아,김성수,제조업,경기 김포시,2019-08-08,agnikorea.com
12023,(주)리치케미칼,이충근,도소매업,인천 남동구,2019-08-08,
12024,농업회사법인 농업생산자연합 (주),유계옥,도소매업,대전 대덕구,2019-08-08,www.nsyfood.kr
12025,우진전기공업,임효진,제조업,경기 부천시,2019-08-08,
12026,(주)일조,정용길,제조업,경기 광주시,2019-08-08,
12027,성산개발,정양국,일반서비스업,전남 영광군,2019-08-08,
12028,케이.엘.이.에스(주),조선영,제조업,대전 유성구,2019-08-08,http://www.kles.kr
12029,주식회사 세성,홍진용,제조업,경기 의정부시,2019-08-08,
12030,주식회사 타라테크,신민혜,제조업,경기 안산시,2019-08-08,
12031,(주)세루,이경우,일반서비스업,대구 수성구,2019-08-08,http://selu.kr
12032,현대메디시스,박주영,지식서비스,대구 서구,2019-08-08,www.현대메디시스.com
12033,(주)삼익T.D.F,이방희,제조업,인천 남구,2019-08-08,wwww.samickgagu.com
12034,다산산업(주),정춘기,제조업,경기 광주시,2019-08-08,
12035,(주)장평건설,윤학수,건설업,서울 송파구,2019-08-08,www.jangpyoung.co.kr
12036,성이약품(주),전통규,도소매업,서울 강남구,2019-08-08,
12037,에이스팩주식회사,고창기,제조업,경기 안성시,2019-08-08,www.acepk.co.kr
12038,(주)한주철관,한상욱,도소매업,서울 송파구,2019-08-08,
12039,(주)지구엔지니어링,박경옥,일반서비스업,경북 포항시,2019-08-09,
12040,(주)포트텍,안상수,제조업,서울 영등포구,2019-08-09,www.forttec.co.kr
12041,에스티오차터링코리아(주),양명훈,일반서비스업,부산 해운대구,2019-08-09,www.chtrkorea.com
12042,더불정보기술주식회사,이기훈,도소매업,서울 용산구,2019-08-09,www.doubul.co.kr
12043,몸편한휴의원,박태규,일반서비스업,대구 남구,2019-08-10,
12044,(주)장원물류,정승욱,도소매업,대전 대덕구,2019-08-10,
12045,(주)정안티에스,성낙범,일반서비스업,서울 서초구,2019-08-10,
12046,에스비뇨기과,최우석,일반서비스업,대구 북구,2019-08-10,
12047,농업회사법인 케이엘에스(주),이길홍,도소매업,경기 성남시,2019-08-10,www.klscorp.kr
12048,와이엠양산기공(주),이문호,제조업,부산 기장군,2019-08-10,www.ysm24.com
12049,주식회사 에스엘엑스,김대웅,일반서비스업,경기 이천시,2019-08-10,
12050,(주)가야고속관광,서태숙,일반서비스업,대구 달서구,2019-08-10,
12051,(주)와이앤비푸드 농업회사법인,이현희,제조업,충남 논산시,2019-08-10,www.ybfood.co.kr
12052,(주)고속주유소,김정향,도소매업,인천 남구,2019-08-10,
12053,삼륭물산(주),조홍로,제조업,경기 파주시,2019-08-10,www.srpack.com
12054,(주)세명하이트,신현붕,제조업,경기 파주시,2019-08-10,www.smhite.co.kr
12055,(주)장한관리공사,노상희,일반서비스업,전북 전주시,2019-08-10,
12056,(유)천지인써비스,황권익,일반서비스업,전북 익산시,2019-08-11,
12057,심우계전,심강문,제조업,부산 강서구,2019-08-11,
12058,(주)리빙앤에프,김영철,제조업,서울 서초구,2019-08-11,www.fod.co.kr
12059,(주)미트켐텍,문성규,제조업,서울 강남구,2019-08-11,www.meetchem.com
12060,서륭기계(주),조형래,제조업,경남 양산시,2019-08-11,www.srm.co.kr
12061,(주)샤인에너지,이일호,건설업,인천 서구,2019-08-11,www.shine.or.kr
12062,경인산업,장정모,제조업,인천 남동구,2019-08-11,www.kiwood.co.kr
12063,(주)영원파마,김평섭,도소매업,서울 중랑구,2019-08-11,
12064,삼다감귤영농조합법인,임권일,도소매업,제주 서귀포시,2019-08-11,samdas0456@hanmail.net
12065,(주)세호영상,박석신,건설업,서울 영등포구,2019-08-12,www.iseho.co.kr
12066,이레엔지니어링,윤정원,제조업,경기 화성시,2019-08-12,www.jireheng.com
12067,주식회사용신플러스,이애경,제조업,경기 김포시,2019-08-12,www.yongshin.com
12068,(주)대종종합관리,"홍진학, 김경주",일반서비스업,대전 동구,2019-08-12,www.daejong-tm.com
12069,(주)다남정보통신,김석용,건설업,경기 고양시,2019-08-15,
12070,에스홀딩스 주식회사,김진순,일반서비스업,대구 수성구,2019-08-15,
12071,광정보통신,곽종세,건설업,대전 중구,2019-08-15,
12072,삼한섬유,권성석,제조업,경기 하남시,2019-08-15,
12073,(주)팬아시아,박준홍,제조업,인천 중구,2019-08-15,
12074,서운에스오엠(주),박영상,일반서비스업,서울 성동구,2019-08-15,
12075,한일피복공업주식회사,권종중,제조업,서울 성동구,2019-08-15,
12076,(주)서린시스템,황현태,도소매업,서울 강남구,2019-08-15,www.seolinsys.com
12077,남부산업(주),박영회,제조업,광주 광산구,2019-08-15,
12078,주식회사 대상,허홍,일반서비스업,광주 북구,2019-08-16,
12079,주식회사 삼백스틸,임정길,제조업,경기 시흥시,2019-08-16,http://www.sambeag.co.kr/
12080,주식회사 이비팜,박대진,도소매업,대구 수성구,2019-08-16,eb-pharm.com
12081,(주)청화,이해주,제조업,경기 김포시,2019-08-16,www.chungwha.com
12082,진동항업(주),김선동,일반서비스업,부산 중구,2019-08-16,
12083,(주)지엠에스인터내셔날,김형준,도소매업,서울 영등포구,2019-08-16,
12084,스타코퍼레이션(주),이영선,도소매업,경기 안성시,2019-08-16,
12085,(주)제이알씨엔에스,유종열,도소매업,서울 용산구,2019-08-16,www.naslan.co.kr
12086,주식회사신성,손경열,제조업,경기 고양시,2019-08-16,
12087,유일종합건설(주),현재량,건설업,제주 제주시,2019-08-17,
12088,(주)대일산업,배기현,제조업,대구 동구,2019-08-17,
12089,길샘정보통신,전남철,건설업,인천 계양구,2019-08-17,
12090,(주)도강메디칼,민병립,도소매업,대전 유성구,2019-08-17,
12091,(주)메디칼타임즈,이정석,지식서비스,서울 송파구,2019-08-17,www.medicaltimes.com
12092,주식회사 성윤티에스,조원용,제조업,충남 천안시,2019-08-17,www.sungyoonts.co.kr
12093,대구약품,추성욱,도소매업,대구 달서구,2019-08-17,
12094,(주)교보케미칼,"이승우, 이창원",제조업,경북 영천시,2019-08-17,
12095,주식회사 다원엠앤이,신광호,일반서비스업,대전 서구,2019-08-17,http://dawonmne.co.kr
12096,(주)제이엠미디어테크,김영민,일반서비스업,서울 영등포구,2019-08-17,www.jmmediatech.co.kr
12097,(주)선진씨엔에스,강태수,제조업,경기 안산시,2019-08-18,
12098,주식회사무진상사,박건우,제조업,경기 부천시,2019-08-18,
12099,영농조합법인비엔푸드,봉명숙,제조업,전북 순창군,2019-08-18,www.cyduck.com
12100,(주)두영산기,정옥영,제조업,부산 강서구,2019-08-18,
12101,부광프린팅주식회사,라부석,일반서비스업,경기 고양시,2019-08-18,
12102,(주)연승약품,이귀례.유재철,도소매업,서울 중랑구,2019-08-18,
12103,영동판지산업(주),정좌현,제조업,충북 제천시,2019-08-18,
12104,(주)두원전기소방,김동욱,건설업,충북 증평군,2019-08-18,
12105,그린메라민,이강문,제조업,부산 사상구,2019-08-18,www.greenmelaminc.com
12106,주식회사 두나우,최시헌,건설업,울산 울주군,2019-08-18,
12107,(주)에이치에스티,홍석진,제조업,경기 파주시,2019-08-18,www.hstco.co.kr
12108,(주)스피드랩코리아,차휘석,지식서비스,서울 금천구,2019-08-18,www.speedwrap.co.kr
12109,주식회사주나패밀리,이준화,도소매업,경기 구리시,2019-08-18,
12110,주식회사 에이치에스디,최승호,제조업,경기 안양시,2019-08-19,www.amberpharm.co.kr
12111,(주)씨엠에스,김애란,제조업,경기 안양시,2019-08-19,www.cmsbando.com
12112,(주)우성바이오텍,최병진,제조업,경기 광주시,2019-08-19,
12113,주식회사 성신모텍,변완섭,제조업,경기 부천시,2019-08-19,http://모타.kr
12114,(주)세화정밀공업,박기정,제조업,경남 김해시,2019-08-19,
12115,대성철강,김태성,제조업,인천 남동구,2019-08-20,
12116,영풍목재(주),박세환,제조업,인천 서구,2019-08-20,www.youngpoongwood.com
12117,동해정보통신(주),이창원,일반서비스업,서울 영등포구,2019-08-20,www.dhic.net
12118,(주)인피네트,박기종,도소매업,서울 서초구,2019-08-20,www.infinet.co.kr
12119,(주)조양,하민수,일반서비스업,부산 동구,2019-08-21,
12120,(주)그린아이씨티,"정상욱, 구학인",건설업,전남 나주시,2019-08-21,
12121,(주)대한철강,김상국,제조업,충남 홍성군,2019-08-21,http://www.dhpanel.co.kr/
12122,동광스프링,이용운,제조업,경북 칠곡군,2019-08-21,
12123,(주)동해에스앤씨,박종순,일반서비스업,강원 강릉시,2019-08-21,
12124,(주)신영피앤피,김양국,제조업,서울 중구,2019-08-21,www.boxne.co.kr
12125,(주)우들,조면익,도소매업,서울 성북구,2019-08-21,
12126,유진관리용역(주),박용길,일반서비스업,강원 강릉시,2019-08-21,
12127,(주)대창기업,"정말순, 이정용",일반서비스업,부산 부산진구,2019-08-21,
12128,덕산산업,최종수,제조업,대구 달서구,2019-08-21,
12129,백승프린팅,백승룡,지식서비스,서울 중구,2019-08-21,
12130,(주)지에스엠,조철용,제조업,전북 군산시,2019-08-21,
12131,농업회사법인(주)락천식품,홍성윤,제조업,강원 동해시,2019-08-21,www.rakchun.co.kr
12132,크레모아커뮤니케이션즈,노영훈,일반서비스업,서울 강남구,2019-08-21,www.cremore.com
12133,(주)아이테크,이명랑,제조업,경남 김해시,2019-08-22,
12134,나현화이바,김태용,제조업,경남 김해시,2019-08-22,
12135,하이맥컨설팅,박우종,지식서비스,서울 종로구,2019-08-22,
12136,(주)맥슨모터매뉴팩처링,"설호철,설윤형",제조업,충남 천안시,2019-08-22,www.maxonmotor.co.kr
12137,에코엘이디(주),"이동윤, 김경숙",제조업,인천 연수구,2019-08-22,www.eco-led.co.kr
12138,(주)텔트론,이재진,제조업,대전 유성구,2019-08-22,www.teltron.com
12139,(주)이엔씨테크놀로지,이근구,제조업,인천 연수구,2019-08-22,
12140,대성아이넷(주),이강희,건설업,울산 울주군,2019-08-22,
12141,(주)코리아그린,윤병삼,제조업,충북 청주시,2019-08-22,www.koreagreen.kr
12142,(주)풍산기연,이진호,건설업,대구 수성구,2019-08-22,www.pstech.kr
12143,(주)영찬전기,최종찬,건설업,충남 천안시,2019-08-22,
12144,(주)현대방재이엔지,김종해,일반서비스업,인천 남동구,2019-08-23,
12145,(주)제이스테크,양승만,일반서비스업,경기 부천시,2019-08-23,
12146,(주)움트리,김우택,제조업,경기 포천시,2019-08-23,woomtree.co.kr
12147,동국스틸주식회사,이종형,도소매업,부산 사상구,2019-08-23,
12148,주식회사티제이홀딩스,박재상,제조업,경기 고양시,2019-08-23,
12149,(주)오성유통,김용주,도소매업,전남 목포시,2019-08-23,os9905@hanmail.net
12150,주식회사 가나실업,박춘기,제조업,경기 시흥시,2019-08-23,www.gana-hirun.co.kr
12151,(유)정명산업,전계평,제조업,전남 영암군,2019-08-23,
12152,(주)금성정공,김도형,제조업,대구 달서구,2019-08-23,www.keumsung.co.kr
12153,(주)대덕식품,김성규,제조업,대전 대덕구,2019-08-23,
12154,(유)청호유통급식사업부,추인숙,도소매업,전남 목포시,2019-08-23,
12155,(주)더존,함영일,제조업,경기 화성시,2019-08-23,
12156,(주)디앤엠팩토리,김도현,제조업,경기 파주시,2019-08-23,
12157,(주)비아이씨스템,방인식,제조업,서울 금천구,2019-08-24,
12158,광천타올공업사,서광호외 1명,제조업,충북 청주시,2019-08-24,
12159,(주)선진휴먼테크,한기남,일반서비스업,인천 남구,2019-08-24,
12160,(주)대영케미칼,"김영규,김정환",도소매업,서울 강남구,2019-08-24,www.daeyoungchem.co.kr
12161,(주)하이맥스컨설팅,서화덕,일반서비스업,서울 서초구,2019-08-24,www.hi-max.co.kr
12162,우림레미콘산업(주),조대규,제조업,강원 평창군,2019-08-24,
12163,주식회사 세인,송희중,일반서비스업,서울 금천구,2019-08-24,www.hklnd.com/
12164,주식회사 혜인농기,김태섭,도소매업,충북 청주시,2019-08-24,
12165,이비즈타운,황득수,도소매업,서울 서초구,2019-08-24,www.ebiztw.co.kr
12166,(주)인사이트,허대욱,지식서비스,부산 북구,2019-08-24,
12167,(주)금구약품,이상배,도소매업,광주 북구,2019-08-24,
12168,정석건설주식회사,조석환,건설업,충북 옥천군,2019-08-24,www.jungsuk.co.kr
12169,(주)심플전기종합상사,양한기,도소매업,서울 성북구,2019-08-24,
12170,(주)지앤에스기술,문창수,건설업,서울 광진구,2019-08-24,http://www.gns.kr
12171,한트로텍,한준섭,제조업,서울 구로구,2019-08-24,www.hantrotech.com
12172,주식회사 지엔티엔에스,이경우,제조업,강원 철원군,2019-08-24,www.gntns.com
12173,(주)휴먼시스템,진정창,지식서비스,충북 청주시,2019-08-24,www.hmsystem.co.kr
12174,형제광고기획,조현빈,제조업,인천 계양구,2019-08-24,
12175,오름제주 영농조합법인,"전홍자, 오승희",지식서비스,제주 제주시,2019-08-24,www.orumjeju.net
12176,(주)성한,이희겸,건설업,세종 부강면,2019-08-24,
12177,농업회사법인영산미트(주),송치용,도소매업,서울 동대문구,2019-08-24,
12178,(주)우창하이텍,이정호,건설업,서울 성동구,2019-08-24,http://www.wcht.co.kr
12179,(주)효성컨테이너,양혜정,제조업,경기 용인시,2019-08-25,http://www.hscontainer.co.kr/
12180,(주)디와이씨,류병욱,제조업,경북 고령군,2019-08-25,http://www.dyc2020.com
12181,(주)제일벽지,정지성,제조업,경기 안성시,2019-08-25,www.jeilwallpaper.com
12182,모다끄레아(주),이정민,제조업,경기 의정부시,2019-08-25,
12183,천아스틸(주),김관형,도소매업,충남 아산시,2019-08-25,
12184,해송식품,김현선,제조업,전남 나주시,2019-08-25,www.paldokim.com
12185,(주)아큐스,이희헌,제조업,경기 화성시,2019-08-25,www.aqus.biz
12186,(주)제이엘통상,장현기,도소매업,경기 화성시,2019-08-25,
12187,피앤케이엔지니어링주식회사,권성중,건설업,경기 의왕시,2019-08-25,http:/.whisen.lge.co.kr
12188,(주)에이엠피,남혜정,제조업,대전 유성구,2019-08-25,www.iamp.co.kr
12189,오성기업(주),도용희,일반서비스업,대구 달성군,2019-08-25,
12190,(주)케이엠미디어,김종환,제조업,경기 부천시,2019-08-25,
12191,(주)세영화학,김종관,제조업,경기 광주시,2019-08-25,
12192,에이테크 주식회사,안동호,제조업,충남 아산시,2019-08-25,
12193,램테크놀러지주식회사,길준잉,제조업,경기 용인시,2019-08-25,www.ramtech.co.kr
12194,네오메디텍,이재성,도소매업,대구 달서구,2019-08-25,
12195,(주)광명전기,이재광,제조업,경기 안산시,2019-08-25,http://www.kmec.co.kr
12196,(주)우일산업,문화선,제조업,경북 영천시,2019-08-25,
12197,에이쎌코리아,임용범,제조업,경기 파주시,2019-08-25,
12198,지영정보통신(주),이창봉,건설업,경기 포천시,2019-08-25,
12199,길진정밀,김정태,제조업,경남 김해시,2019-08-26,
12200,을지출판인쇄사,정지성,일반서비스업,충북 청주시,2019-08-26,
12201,프로미넌트코리아(주),이문재,제조업,경기 용인시,2019-08-26,www.prominent.co.kr
12202,(주)삼성판넬플랜트,이형근,제조업,경북 칠곡군,2019-08-26,www.samsungpanel.co.kr
12203,에이펙스인텍(주),김권진,제조업,경북 칠곡군,2019-08-26,www.apexint.co.kr
12204,주식회사 일동아이엠씨,박무경,제조업,충북 청주시,2019-08-26,www.ildongim.co.kr
12205,(주)금강아트휀스조경,전종열,건설업,강원 원주시,2019-08-27,artfence.com
12206,(주)일흥피앤피,허미원,제조업,서울 중구,2019-08-27,www.ihpnp.co.kr
12207,(주)이디리서치,서주원,지식서비스,서울 금천구,2019-08-27,www.edresearch.co.kr
12208,(합)동양아이텍,고광만,건설업,강원 춘천시,2019-08-27,www.gotnt.com
12209,(주)포스텔,한진수,제조업,충남 아산시,2019-08-27,www.postelkr.com
12210,동도건설(주),전영택,건설업,강원 춘천시,2019-08-27,
12211,주식회사 컴퍼니에이알,김성근,도소매업,서울 서초구,2019-08-27,http://www.cenovismall.co.kr
12212,(주)비룡씨에이치씨,박광구,제조업,강원 춘천시,2019-08-27,http://비룡chc.com/
12213,주식회사동방투어,김구,일반서비스업,대전 중구,2019-08-28,
12214,거성축산,이범석,제조업,충남 천안시,2019-08-28,
12215,(주)하이웰,김용두,제조업,인천 남구,2019-08-28,http://www.hiwell.firstmall.kr
12216,(주)남강컴퓨터,김성규,도소매업,서울 용산구,2019-08-28,
12217,대흥종합관리(주),이명숙,일반서비스업,대전 중구,2019-08-28,
12218,유토피아 정보기술(주),윤명주,건설업,충남 천안시,2019-08-28,www.utopia-it.net
12219,신영에스아이(주),박형근,지식서비스,서울 용산구,2019-08-28,
12220,주식회사 큐젠몰텍,조재홍,제조업,인천 남동구,2019-08-28,http://www.qjen.co.kr
12221,서현종합개발(주),김민철,일반서비스업,대구 북구,2019-08-28,
12222,청구목재,정대환,제조업,인천 서구,2019-08-28,
12223,초당농산 영농조합법인,김대진,도소매업,전남 무안군,2019-08-28,
12224,(주)화정,이선재,제조업,전남 목포시,2019-08-28,ceramicsalt.com
12225,크로스종합건설(주),박종배 이희국,건설업,대전 서구,2019-08-28,
12226,주식회사 해담건설,박자은,건설업,전남 화순군,2019-08-28,
12227,일송기계 주식회사,이광주,제조업,전남 영암군,2019-08-28,
12228,(주)초코텍,윤영주,제조업,서울 광진구,2019-08-28,
12229,로제화장품(주),조종현,지식서비스,경기 남양주시,2019-08-29,www.rosee.kr
12230,태산엔지니어링 (주),박수일,건설업,경기 안양시,2019-08-29,http://tsengi.co.kr
12231,(주)옥종합식품,김옥,제조업,경북 경주시,2019-08-29,www.ogikimchi.co.kr
12232,(주)영풍산업,강필구,제조업,경남 김해시,2019-08-29,
12233,(주)이스트나인,조동구,도소매업,서울 동대문구,2019-08-29,www.envylook.com
12234,(주)태산기업,최태식,제조업,경기 안양시,2019-08-29,
12235,탑라이트 주식회사,이승근,제조업,경기 군포시,2019-08-29,www.topl.co.kr
12236,(주)비즈너씨앤에스,조양래,일반서비스업,서울 강남구,2019-08-29,www.bizner.co.kr
12237,주식회사 휘양,이유미,일반서비스업,경기 파주시,2019-08-29,
12238,주식회사 대원전력공사,정대순,건설업,경기 화성시,2019-08-29,
12239,티케이디에스(주),김진우,도소매업,경기 평택시,2019-08-29,www.tkds.co.kr
12240,대신기업,이주열,제조업,경남 거제시,2019-08-29,
12241,주식회사파워프로,이경열,도소매업,경기 의왕시,2019-08-29,www.power-pro.co.kr
12242,국일산전,김옥성,제조업,경기 시흥시,2019-08-29,
12243,백조에너지주식회사,송재원,제조업,경기 안양시,2019-08-29,www.lpgkorea.co.kr
12244,평산금속(주),김진철,도소매업,경기 안산시,2019-08-29,http://pyungsan.com
12245,(주)삼포실버드림,김보옥,제조업,경기 용인시,2019-08-29,www.samposd.com
12246,(주)진양펌프상사,강규석,제조업,부산 영도구,2019-08-30,jinyangpump.com
12247,대신네트웍스(주),장우혁,건설업,대구 달서구,2019-08-30,www.itdaesin.net
12248,(주)우일가설,김완수,일반서비스업,서울 송파구,2019-08-30,WWW.WOOILGASEOL.CO.KR
12249,(주)블루원,김홍태,도소매업,서울 용산구,2019-08-31,www.blueoneshop.com
12250,(주)성유상사,강원구,도소매업,서울 영등포구,2019-08-31,
12251,(주)오션로드,김찬수,도소매업,부산 서구,2019-08-31,
12252,(주)태강이엔지,허의태,건설업,부산 기장군,2019-08-31,
12253,(주)대한주택관리,원세영,일반서비스업,경기 광명시,2019-08-31,
12254,(주)지모드성광,양안식,제조업,서울 구로구,2019-08-31,www.sguniform.com
12255,(주)동산,경태자,제조업,대구 동구,2019-08-31,
12256,태경중공업(주),이수태,제조업,경남 창원시,2019-08-31,
12257,(주)인사이드잡,최윤석,일반서비스업,서울 강남구,2019-08-31,www.insidejob.co.kr
12258,(주)동아지엘에스,박종구,일반서비스업,서울 강서구,2019-08-31,
12259,동원산업,황옥순,제조업,인천 남동구,2019-08-31,
12260,주식회사 제이패션,고미화,제조업,전북 익산시,2019-08-31,
12261,(주)케이알에스쥬얼리,정남욱,제조업,대구 중구,2019-08-31,
12262,(주)인정건설,이인우,건설업,부산 기장군,2019-08-31,
12263,(주)시대건설,임종락,건설업,대구 동구,2019-08-31,
12264,(유)문창조선,"송형호, 김진문",제조업,전남 목포시,2019-08-31,
12265,대한염업(주),구준모,제조업,전북 정읍시,2019-08-31,
12266,창원기술정공,오병후,제조업,경남 창원시,2019-08-31,www.cwtpm.com
12267,이일산업(주),박병재,제조업,전남 여수시,2019-08-31,www.eil21.com
12268,(주)태광판지,장재연,제조업,경남 김해시,2019-08-31,
12269,(주)해동운수,이상엽,일반서비스업,부산 사하구,2019-08-31,
12270,굿윌치과병원하단,허정욱외4명,지식서비스,부산 사하구,2019-08-31,
12271,주식회사전도산자,김태형,도소매업,부산 동래구,2019-08-31,www.jd5077373.kr
12272,(주)원봉기업,박정옥,일반서비스업,부산 부산진구,2019-08-31,www.bestwonbong.co.kr
12273,주식회사 제이엠텔레콤,고헌우,건설업,경남 창원시,2019-08-31,
12274,(주)대승산업,신승용,제조업,경기 광주시,2019-09-01,www.goldlon.co.kr
12275,(주)비비팜,윤정석,제조업,서울 금천구,2019-09-01,
12276,(주)신창약품,우재임,도소매업,서울 영등포구,2019-09-01,
12277,(주)금재,이금순,제조업,경기 화성시,2019-09-01,
12278,(주)에이원네트웍스,민효홍,지식서비스,서울 구로구,2019-09-01,www.nidc.kr
12279,홍일식품,김은태,제조업,부산 기장군,2019-09-01,
12280,이레텍주식회사,조삼환,제조업,서울 금천구,2019-09-01,www.erae-tech.com
12281,케이유피피(주),"오근성,최원석",제조업,충남 천안시,2019-09-02,www.kupp.co.kr
12282,감마정보통신주식회사,신영수,건설업,부산 동구,2019-09-02,
12283,(주)성산,권찬용,제조업,경기 김포시,2019-09-02,www.sungsankor.com
12284,듀얼라이프 주식회사,강성식,제조업,전남 화순군,2019-09-03,www.duallife.co.kr
12285,대동중공업(주),김철헌,제조업,경남 김해시,2019-09-03,www.ddhi.co.kr
12286,(주)천웅약품,박규정,도소매업,광주 북구,2019-09-03,
12287,(주) 엠큐어,이만규,제조업,강원 원주시,2019-09-03,www.mcure.co.kr
12288,(주)하남자동차공업사,"송병옥, 이동순",일반서비스업,광주 광산구,2019-09-03,
12289,(주)뉴텍,강성우,제조업,전남 해남군,2019-09-03,http://www.newteccrane.com
12290,동도테크,김수권,제조업,대구 달서구,2019-09-03,www.dongdotech.com
12291,(주)봄메디칼,배종만,도소매업,서울 송파구,2019-09-04,
12292,주식회사 스퀘어엠,강통령,일반서비스업,서울 구로구,2019-09-04,www.squarem.co.kr
12293,수창에스앤피주식회사,안병준,도소매업,서울 금천구,2019-09-04,
12294,(주)삼성육운,이미자,일반서비스업,인천 남구,2019-09-04,
12295,네오테크닉스(주),김영기,일반서비스업,서울 송파구,2019-09-04,http://neotechnics.co.kr/
12296,(주)티앤엠코리아,이성훈,도소매업,서울 광진구,2019-09-04,www.tnmpro.co.kr
12297,아람정보기술(주),오영배,지식서비스,인천 부평구,2019-09-04,
12298,(주)쉴드인터내셔널,김국병,일반서비스업,서울 송파구,2019-09-04,
12299,(주)예건에프앤씨,김창원,도소매업,서울 도봉구,2019-09-04,
12300,나라오이코스(주),조남옥,일반서비스업,서울 마포구,2019-09-04,
12301,넥스틸주식회사,박상영,도소매업,부산 사하구,2019-09-04,
12302,주왕종합건설 주식회사,김형봉,건설업,광주 북구,2019-09-05,
12303,올제텍주식회사,심형식,제조업,대전 유성구,2019-09-05,www.olzetek.com
12304,주식회사동시디자인,정동시,제조업,경기 광주시,2019-09-05,
12305,(주)갑목,홍두표,제조업,경기 시흥시,2019-09-05,
12306,고북황토농업회사법인(합자),남기용,제조업,충남 서산시,2019-09-05,
12307,제이비통상,신준범,도소매업,경기 용인시,2019-09-05,
12308,(주)두진금형,이승회,제조업,인천 부평구,2019-09-05,www.dujinmc.co.kr
12309,에프엠씨(주),김태우,제조업,경기 안산시,2019-09-05,http://www.fmc2005.com
12310,명진전기통신(주),김진우,건설업,강원 동해시,2019-09-05,
12311,주식회사 장원산업,박재홍,도소매업,부산 동래구,2019-09-05,
12312,알리코제약(주),이항구,제조업,충북 진천군,2019-09-05,www.arlico.co.kr
12313,(주)원대티지케이,장철민,제조업,경기 광주시,2019-09-05,www.wdtgk.com
12314,삼성윤활유상사,이은동,도소매업,경북 경산시,2019-09-05,ss5151co.kr
12315,(주)이엘엔터프라이즈,고영민,제조업,경기 안산시,2019-09-05,www.elent.co.kr
12316,(주)에이스주택,김성자,건설업,부산 연제구,2019-09-05,
12317,(주)데일리팜,이정석,지식서비스,서울 송파구,2019-09-05,www.dailypharm.com
12318,주식회사 풍성인더스,호민재,제조업,인천 중구,2019-09-05,
12319,(주)디에이치인테크,윤찬영,도소매업,경기 화성시,2019-09-05,
12320,(주)와이이씨,홍순원,제조업,강원 삼척시,2019-09-05,
12321,대한철강(주),박종구,제조업,충남 당진시,2019-09-05,www.daehansteel.co.kr
12322,(주)유엠에스,유광윤,제조업,경기 화성시,2019-09-05,
